utc_time,download,upload,host,provider
1636328422.2302752,98.46694095774171,8.034111790393764,Community Fibre Limited,Virgin Media
1636328431.0076559,90.35671107769042,9.150212078856194,Community Fibre Limited,Virgin Media
1636328487.753425,98.07509287787407,10.301313582758011,Community Fibre Limited,Virgin Media
1636328547.249301,90.82105798225216,9.410984284572537,Community Fibre Limited,Virgin Media
1636328587.818332,93.73852646372829,9.286037135528977,SIPCOM,Virgin Media
1636328609.466221,98.19604280658605,9.905298156417409,SIPCOM,Virgin Media
1636329986.6182988,102.50472138211667,9.861234339337749,Cerberus Networks Ltd,Virgin Media
1636330045.0928252,102.38827601452623,10.451210983573455,SIPCOM,Virgin Media
